Lipid,Parent_Ion,Product_Ion,Class,Transition,IDs,Names
PI(40:10),920.5019,643.5019,PI,920.5019 -> 643.5019,"LMGP06010423, LMGP06010640, LMGP06010801","PI(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PI(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:4(6Z,9Z,12Z,15Z))"
PI(40:2),936.6271,659.6271,PI,936.6271 -> 659.6271,"LMGP06010289, LMGP06010305, LMGP06010330, LMGP06010545, LMGP06010679, LMGP06010706, LMGP06010736, LMGP06010829, LMGP06010919","PI(18:0/22:2(13Z,16Z)), PI(18:1(9Z)/22:1(11Z)), PI(18:2(9Z,12Z)/22:0), PI(20:2(11Z,14Z)/20:0), PI(22:0/18:2(9Z,12Z)), PI(22:1(11Z)/18:1(9Z)), PI(22:2(13Z,16Z)/18:0), PI(20:1(11Z)/20:1(11Z)), PI(20:0/20:2(11Z,14Z))"
PI(40:3),934.6115,657.6115,PI,934.6115 -> 657.6115,"LMGP06010707, LMGP06010306, LMGP06010331, LMGP06010360, LMGP06010388, LMGP06010490, LMGP06010516, LMGP06010546, LMGP06010576, LMGP06010680, LMGP06010681, LMGP06010737","PI(22:1(11Z)/18:2(9Z,12Z)), PI(18:1(9Z)/22:2(13Z,16Z)), PI(18:2(9Z,12Z)/22:1(11Z)), PI(18:3(6Z,9Z,12Z)/22:0), PI(18:3(9Z,12Z,15Z)/22:0), PI(20:0/20:3(8Z,11Z,14Z)), PI(20:1(11Z)/20:2(11Z,14Z)), PI(20:2(11Z,14Z)/20:1(11Z)), PI(20:3(8Z,11Z,14Z)/20:0), PI(22:0/18:3(6Z,9Z,12Z)), PI(22:0/18:3(9Z,12Z,15Z)), PI(22:2(13Z,16Z)/18:1(9Z))"
PI(40:4),932.5958,655.5958,PI,932.5958 -> 655.5958,"LMGP06010389, LMGP06010332, LMGP06010361, LMGP06010419, LMGP06010517, LMGP06010547, LMGP06010577, LMGP06010606, LMGP06010682, LMGP06010708, LMGP06010709, LMGP06010738, LMGP06010767, LMGP06010831, LMGP06010853","PI(18:3(9Z,12Z,15Z)/22:1(11Z)), PI(18:2(9Z,12Z)/22:2(13Z,16Z)), PI(18:3(6Z,9Z,12Z)/22:1(11Z)), PI(18:4(6Z,9Z,12Z,15Z)/22:0), PI(20:1(11Z)/20:3(8Z,11Z,14Z)), PI(20:2(11Z,14Z)/20:2(11Z,14Z)), PI(20:3(8Z,11Z,14Z)/20:1(11Z)), PI(20:4(5Z,8Z,11Z,14Z)/20:0), PI(22:0/18:4(6Z,9Z,12Z,15Z)), PI(22:1(11Z)/18:3(6Z,9Z,12Z)), PI(22:1(11Z)/18:3(9Z,12Z,15Z)), PI(22:2(13Z,16Z)/18:2(9Z,12Z)), PI(22:4(7Z,10Z,13Z,16Z)/18:0), PI(20:0/20:4(5Z,8Z,11Z,14Z)), PI(18:0/22:4(7Z,10Z,13Z,16Z))"
PI(40:5),930.5802,653.5802,PI,930.5802 -> 653.5802,"LMGP06010307, LMGP06010362, LMGP06010390, LMGP06010420, LMGP06010491, LMGP06010518, LMGP06010548, LMGP06010578, LMGP06010607, LMGP06010635, LMGP06010710, LMGP06010739, LMGP06010740, LMGP06010768","PI(18:1(9Z)/22:4(7Z,10Z,13Z,16Z)), PI(18:3(6Z,9Z,12Z)/22:2(13Z,16Z)), PI(18:3(9Z,12Z,15Z)/22:2(13Z,16Z)), PI(18:4(6Z,9Z,12Z,15Z)/22:1(11Z)), PI(20:0/20:5(5Z,8Z,11Z,14Z,17Z)), PI(20:1(11Z)/20:4(5Z,8Z,11Z,14Z)), PI(20:2(11Z,14Z)/20:3(8Z,11Z,14Z)), PI(20:3(8Z,11Z,14Z)/20:2(11Z,14Z)), PI(20:4(5Z,8Z,11Z,14Z)/20:1(11Z)), PI(20:5(5Z,8Z,11Z,14Z,17Z)/20:0), PI(22:1(11Z)/18:4(6Z,9Z,12Z,15Z)), PI(22:2(13Z,16Z)/18:3(6Z,9Z,12Z)), PI(22:2(13Z,16Z)/18:3(9Z,12Z,15Z)), PI(22:4(7Z,10Z,13Z,16Z)/18:1(9Z))"
PI(40:6),928.5645,651.5645,PI,928.5645 -> 651.5645,"LMGP06010421, LMGP06010012, LMGP06010333, LMGP06010519, LMGP06010549, LMGP06010579, LMGP06010608, LMGP06010636, LMGP06010741, LMGP06010769, LMGP06010796","PI(18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z)), PI(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PI(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z)), PI(20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PI(20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), PI(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z)), PI(20:4(5Z,8Z,11Z,14Z)/20:2(11Z,14Z)), PI(20:5(5Z,8Z,11Z,14Z,17Z)/20:1(11Z)), PI(22:2(13Z,16Z)/18:4(6Z,9Z,12Z,15Z)), PI(22:4(7Z,10Z,13Z,16Z)/18:2(9Z,12Z)), PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)"
PI(40:7),926.5489,649.5489,PI,926.5489 -> 649.5489,"LMGP06010013, LMGP06010363, LMGP06010391, LMGP06010550, LMGP06010580, LMGP06010609, LMGP06010770, LMGP06010771, LMGP06010797, LMGP06010637","PI(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PI(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z)), PI(18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z)), PI(20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PI(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), PI(20:4(5Z,8Z,11Z,14Z)/20:3(8Z,11Z,14Z)), PI(22:4(7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z)), PI(22:4(7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z)), PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z)), PI(20:5(5Z,8Z,11Z,14Z,17Z)/20:2(11Z,14Z))"
PI(40:8),924.5332,647.5332,PI,924.5332 -> 647.5332,"LMGP06010827, LMGP06010422, LMGP06010581, LMGP06010638, LMGP06010772, LMGP06010798, LMGP06010844","PI(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), PI(18:4(6Z,9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z)), PI(20:3(8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PI(20:5(5Z,8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z)), PI(22:4(7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z)), PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)), PI(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
PI(40:9),922.5176,645.5176,PI,922.5176 -> 645.5176,"LMGP06010364, LMGP06010392, LMGP06010610, LMGP06010639, LMGP06010799, LMGP06010800","PI(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PI(18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PI(20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PI(20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z)), PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(6Z,9Z,12Z)), PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z))"
PI(42:0),968.6897,691.6897,PI,968.6897 -> 691.6897,"LMGP06010685, LMGP06010918, LMGP06010820","PI(22:0/20:0), PI(20:0/22:0), PI(21:0/21:0)"
PI(42:1),966.6741,689.6741,PI,966.6741 -> 689.6741,"LMGP06010493, LMGP06010521, LMGP06010713, LMGP06010916","PI(20:0/22:1(11Z)), PI(20:1(11Z)/22:0), PI(22:1(11Z)/20:0), PI(22:0/20:1(11Z))"
PI(42:10),948.5332,671.5332,PI,948.5332 -> 671.5332,"LMGP06010616, LMGP06010808","PI(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))"
PI(42:11),946.5176,669.5176,PI,946.5176 -> 669.5176,"LMGP06010809, LMGP06010825","PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PI(20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
PI(42:3),962.6428,685.6428,PI,962.6428 -> 685.6428,"LMGP06010523, LMGP06010553, LMGP06010583, LMGP06010715, LMGP06010745, LMGP06010687","PI(20:1(11Z)/22:2(13Z,16Z)), PI(20:2(11Z,14Z)/22:1(11Z)), PI(20:3(8Z,11Z,14Z)/22:0), PI(22:1(11Z)/20:2(11Z,14Z)), PI(22:2(13Z,16Z)/20:1(11Z)), PI(22:0/20:3(8Z,11Z,14Z))"
PI(42:4),960.6271,683.6271,PI,960.6271 -> 683.6271,"LMGP06010495, LMGP06010554, LMGP06010584, LMGP06010612, LMGP06010716, LMGP06010746, LMGP06010775, LMGP06010688","PI(20:0/22:4(7Z,10Z,13Z,16Z)), PI(20:2(11Z,14Z)/22:2(13Z,16Z)), PI(20:3(8Z,11Z,14Z)/22:1(11Z)), PI(20:4(5Z,8Z,11Z,14Z)/22:0), PI(22:1(11Z)/20:3(8Z,11Z,14Z)), PI(22:2(13Z,16Z)/20:2(11Z,14Z)), PI(22:4(7Z,10Z,13Z,16Z)/20:0), PI(22:0/20:4(5Z,8Z,11Z,14Z))"
PI(42:5),958.6115,681.6115,PI,958.6115 -> 681.6115,"LMGP06010524, LMGP06010585, LMGP06010613, LMGP06010642, LMGP06010689, LMGP06010717, LMGP06010747, LMGP06010776","PI(20:1(11Z)/22:4(7Z,10Z,13Z,16Z)), PI(20:3(8Z,11Z,14Z)/22:2(13Z,16Z)), PI(20:4(5Z,8Z,11Z,14Z)/22:1(11Z)), PI(20:5(5Z,8Z,11Z,14Z,17Z)/22:0), PI(22:0/20:5(5Z,8Z,11Z,14Z,17Z)), PI(22:1(11Z)/20:4(5Z,8Z,11Z,14Z)), PI(22:2(13Z,16Z)/20:3(8Z,11Z,14Z)), PI(22:4(7Z,10Z,13Z,16Z)/20:1(11Z))"
PI(42:6),956.5958,679.5958,PI,956.5958 -> 679.5958,"LMGP06010555, LMGP06010614, LMGP06010643, LMGP06010718, LMGP06010748, LMGP06010804, LMGP06010830, LMGP06010777","PI(20:2(11Z,14Z)/22:4(7Z,10Z,13Z,16Z)), PI(20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z)), PI(20:5(5Z,8Z,11Z,14Z,17Z)/22:1(11Z)), PI(22:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PI(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z)), PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:0), PI(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PI(22:4(7Z,10Z,13Z,16Z)/20:2(11Z,14Z))"
PI(42:7),954.5802,677.5802,PI,954.5802 -> 677.5802,"LMGP06010525, LMGP06010644, LMGP06010749, LMGP06010778, LMGP06010805, LMGP06010586","PI(20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PI(20:5(5Z,8Z,11Z,14Z,17Z)/22:2(13Z,16Z)), PI(22:2(13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PI(22:4(7Z,10Z,13Z,16Z)/20:3(8Z,11Z,14Z)), PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:1(11Z)), PI(20:3(8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))"
PI(42:8),952.5645,675.5645,PI,952.5645 -> 675.5645,"LMGP06010556, LMGP06010615, LMGP06010779, LMGP06010806","PI(20:2(11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PI(20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z)), PI(22:4(7Z,10Z,13Z,16Z)/20:4(5Z,8Z,11Z,14Z)), PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:2(11Z,14Z))"
PI(42:9),950.5489,673.5489,PI,950.5489 -> 673.5489,"LMGP06010587, LMGP06010645, LMGP06010780, LMGP06010807","PI(20:3(8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PI(20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z)), PI(22:4(7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3(8Z,11Z,14Z))"
PI(44:0),996.721,719.721,PI,996.721 -> 719.721,LMGP06010915,PI(22:0/22:0)
PI(44:1),994.7054,717.7054,PI,994.7054 -> 717.7054,"LMGP06010691, LMGP06010720","PI(22:0/22:1(11Z)), PI(22:1(11Z)/22:0)"
PI(44:10),976.5645,699.5645,PI,976.5645 -> 699.5645,"LMGP06010814, LMGP06010952","PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:4(7Z,10Z,13Z,16Z)), PI(22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
PI(44:12),972.5332,695.5332,PI,972.5332 -> 695.5332,LMGP06010951,"PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
PI(44:2),992.6897,715.6897,PI,992.6897 -> 715.6897,"LMGP06010692, LMGP06010751, LMGP06010721","PI(22:0/22:2(13Z,16Z)), PI(22:2(13Z,16Z)/22:0), PI(22:1(11Z)/22:1(11Z))"
PI(44:3),990.6741,713.6741,PI,990.6741 -> 713.6741,"LMGP06010722, LMGP06010752","PI(22:1(11Z)/22:2(13Z,16Z)), PI(22:2(13Z,16Z)/22:1(11Z))"
PI(44:4),988.6584,711.6584,PI,988.6584 -> 711.6584,"LMGP06010693, LMGP06010753, LMGP06010782","PI(22:0/22:4(7Z,10Z,13Z,16Z)), PI(22:2(13Z,16Z)/22:2(13Z,16Z)), PI(22:4(7Z,10Z,13Z,16Z)/22:0)"
PI(44:5),986.6428,709.6428,PI,986.6428 -> 709.6428,"LMGP06010723, LMGP06010783","PI(22:1(11Z)/22:4(7Z,10Z,13Z,16Z)), PI(22:4(7Z,10Z,13Z,16Z)/22:1(11Z))"
PI(44:6),984.6271,707.6271,PI,984.6271 -> 707.6271,"LMGP06010754, LMGP06010784, LMGP06010811, LMGP06010953","PI(22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z)), PI(22:4(7Z,10Z,13Z,16Z)/22:2(13Z,16Z)), PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:0), PI(22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
PI(44:7),982.6115,705.6115,PI,982.6115 -> 705.6115,"LMGP06010724, LMGP06010812","PI(22:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:1(11Z))"
PI(44:8),980.5958,703.5958,PI,980.5958 -> 703.5958,"LMGP06010755, LMGP06010785, LMGP06010813","PI(22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PI(22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)), PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:2(13Z,16Z))"
PI(O-16:0),576.3243,299.3243,PI,576.3243 -> 299.3243,Not Found,Not Found
PI(O-18:0),604.3556,327.3556,PI,604.3556 -> 327.3556,Not Found,Not Found
PI(O-20:5),632.3869,355.3869,PI,632.3869 -> 355.3869,Not Found,Not Found
PI(O-28:0),758.4914,481.4914,PI,758.4914 -> 481.4914,LMGP06020002,PI(O-16:0/12:0)
PI(O-30:0),786.5227,509.5227,PI,786.5227 -> 509.5227,"LMGP06020004, LMGP06020019","PI(O-16:0/14:0), PI(O-18:0/12:0)"
PI(O-30:1),784.507,507.507,PI,784.507 -> 507.507,"LMGP06020005, LMGP06030004, LMGP06030029","PI(O-16:0/14:1(9Z)), PI(P-16:0/14:0), PI(P-18:0/12:0)"
PI(O-32:0),814.554,537.554,PI,814.554 -> 537.554,"LMGP06020021, LMGP06020042, LMGP06020083","PI(O-18:0/14:0), PI(O-20:0/12:0), PI(O-16:0/16:0)"
PI(O-32:1) | PI(P-32:0),812.5383,535.5383,PI,812.5383 -> 535.5383,"LMGP06020008, LMGP06020022, LMGP06030008, LMGP06030031, LMGP06030057","PI(O-16:0/16:1(9Z)), PI(O-18:0/14:1(9Z)), PI(P-16:0/16:0), PI(P-18:0/14:0), PI(P-20:0/12:0)"
PI(O-34:0),842.5853,565.5853,PI,842.5853 -> 565.5853,"LMGP06020044, LMGP06020074, LMGP06020081","PI(O-20:0/14:0), PI(O-18:0/16:0), PI(O-16:0/18:0)"
PI(O-34:1) | PI(P-34:0),840.5696,563.5696,PI,840.5696 -> 563.5696,"LMGP06020045, LMGP06020073, LMGP06020093, LMGP06030013, LMGP06030035, LMGP06030059","PI(O-20:0/14:1(9Z)), PI(O-18:0/16:1(9Z)), PI(O-16:0/18:1(9Z)), PI(P-16:0/18:0), PI(P-18:0/16:0), PI(P-20:0/14:0)"
PI(O-34:3) | PI(P-34:2),836.5383,559.5383,PI,836.5383 -> 559.5383,"LMGP06020078, LMGP06020079, LMGP06030088","PI(O-16:0/18:3(9Z,12Z,15Z)), PI(O-16:0/18:3(6Z,9Z,12Z)), PI(P-16:0/18:2(9Z,12Z))"
PI(O-34:4) | PI(P-34:3),834.5227,557.5227,PI,834.5227 -> 557.5227,"LMGP06020011, LMGP06030014, LMGP06030015","PI(O-16:0/18:4(6Z,9Z,12Z,15Z)), PI(P-16:0/18:3(6Z,9Z,12Z)), PI(P-16:0/18:3(9Z,12Z,15Z))"
PI(O-36:0),870.6166,593.6166,PI,870.6166 -> 593.6166,"LMGP06020071, LMGP06020088, LMGP06020092","PI(O-20:0/16:0), PI(O-18:0/18:0), PI(O-16:0/20:0)"
PI(O-36:1) | PI(P-36:0),868.6009,591.6009,PI,868.6009 -> 591.6009,"LMGP06020013, LMGP06020028, LMGP06020048, LMGP06030019, LMGP06030040, LMGP06030063","PI(O-16:0/20:1(11Z)), PI(O-18:0/18:1(9Z)), PI(O-20:0/16:1(9Z)), PI(P-16:0/20:0), PI(P-18:0/18:0), PI(P-20:0/16:0)"
PI(O-36:2) | PI(P-36:1),866.5853,589.5853,PI,866.5853 -> 589.5853,"LMGP06020014, LMGP06020029, LMGP06030020, LMGP06030064, LMGP06030092","PI(O-16:0/20:2(11Z,14Z)), PI(O-18:0/18:2(9Z,12Z)), PI(P-16:0/20:1(11Z)), PI(P-20:0/16:1(9Z)), PI(P-18:0/18:1(9Z))"
PI(O-36:3) | PI(P-36:2),864.5696,587.5696,PI,864.5696 -> 587.5696,"LMGP06020030, LMGP06020031, LMGP06020076, LMGP06030021, LMGP06030041","PI(O-18:0/18:3(6Z,9Z,12Z)), PI(O-18:0/18:3(9Z,12Z,15Z)), PI(O-16:0/20:3(8Z,11Z,14Z)), PI(P-16:0/20:2(11Z,14Z)), PI(P-18:0/18:2(9Z,12Z))"
PI(O-36:4) | PI(P-36:3),862.554,585.554,PI,862.554 -> 585.554,"LMGP06020032, LMGP06020091, LMGP06030022, LMGP06030042, LMGP06030043","PI(O-18:0/18:4(6Z,9Z,12Z,15Z)), PI(O-16:0/20:4(5Z,8Z,11Z,14Z)), PI(P-16:0/20:3(8Z,11Z,14Z)), PI(P-18:0/18:3(6Z,9Z,12Z)), PI(P-18:0/18:3(9Z,12Z,15Z))"
PI(O-36:5) | PI(P-36:4),860.5383,583.5383,PI,860.5383 -> 583.5383,"LMGP06020075, LMGP06030044, LMGP06030087","PI(O-16:0/20:5(5Z,8Z,11Z,14Z,17Z)), PI(P-18:0/18:4(6Z,9Z,12Z,15Z)), PI(P-16:0/20:4(5Z,8Z,11Z,14Z))"
PI(O-38:1) | PI(P-38:0),896.6322,619.6322,PI,896.6322 -> 619.6322,"LMGP06020053, LMGP06020016, LMGP06020035, LMGP06030025, LMGP06030047, LMGP06030068","PI(O-20:0/18:1(9Z)), PI(O-16:0/22:1(11Z)), PI(O-18:0/20:1(11Z)), PI(P-16:0/22:0), PI(P-18:0/20:0), PI(P-20:0/18:0)"
PI(O-38:2) | PI(P-38:1),894.6166,617.6166,PI,894.6166 -> 617.6166,"LMGP06020017, LMGP06020036, LMGP06020054, LMGP06030026, LMGP06030048, LMGP06030069","PI(O-16:0/22:2(13Z,16Z)), PI(O-18:0/20:2(11Z,14Z)), PI(O-20:0/18:2(9Z,12Z)), PI(P-16:0/22:1(11Z)), PI(P-18:0/20:1(11Z)), PI(P-20:0/18:1(9Z))"
PI(O-38:3) | PI(P-38:2),892.6009,615.6009,PI,892.6009 -> 615.6009,"LMGP06020037, LMGP06020055, LMGP06020056, LMGP06030027, LMGP06030049, LMGP06030070","PI(O-18:0/20:3(8Z,11Z,14Z)), PI(O-20:0/18:3(6Z,9Z,12Z)), PI(O-20:0/18:3(9Z,12Z,15Z)), PI(P-16:0/22:2(13Z,16Z)), PI(P-18:0/20:2(11Z,14Z)), PI(P-20:0/18:2(9Z,12Z))"
PI(O-38:4) | PI(P-38:3),890.5853,613.5853,PI,890.5853 -> 613.5853,"LMGP06020018, LMGP06020057, LMGP06020072, LMGP06030050, LMGP06030071, LMGP06030072","PI(O-16:0/22:4(7Z,10Z,13Z,16Z)), PI(O-20:0/18:4(6Z,9Z,12Z,15Z)), PI(O-18:0/20:4(5Z,8Z,11Z,14Z)), PI(P-18:0/20:3(8Z,11Z,14Z)), PI(P-20:0/18:3(6Z,9Z,12Z)), PI(P-20:0/18:3(9Z,12Z,15Z))"
PI(O-38:5) | PI(P-38:4),888.5696,611.5696,PI,888.5696 -> 611.5696,"LMGP06020086, LMGP06030028, LMGP06030073, LMGP06030091","PI(O-18:0/20:5(5Z,8Z,11Z,14Z,17Z)), PI(P-16:0/22:4(7Z,10Z,13Z,16Z)), PI(P-20:0/18:4(6Z,9Z,12Z,15Z)), PI(P-18:0/20:4(5Z,8Z,11Z,14Z))"
PI(O-38:6) | PI(P-38:5),886.554,609.554,PI,886.554 -> 609.554,"LMGP06020089, LMGP06030051","PI(O-16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PI(P-18:0/20:5(5Z,8Z,11Z,14Z,17Z))"
PI(O-40:1) | PI(P-40:0),924.6635,647.6635,PI,924.6635 -> 647.6635,"LMGP06020039, LMGP06020061, LMGP06030053, LMGP06030076","PI(O-18:0/22:1(11Z)), PI(O-20:0/20:1(11Z)), PI(P-18:0/22:0), PI(P-20:0/20:0)"
PI(O-40:2) | PI(P-40:1),922.6479,645.6479,PI,922.6479 -> 645.6479,"LMGP06020040, LMGP06020062, LMGP06030054, LMGP06030077","PI(O-18:0/22:2(13Z,16Z)), PI(O-20:0/20:2(11Z,14Z)), PI(P-18:0/22:1(11Z)), PI(P-20:0/20:1(11Z))"
PI(O-40:3) | PI(P-40:2),920.6322,643.6322,PI,920.6322 -> 643.6322,"LMGP06020063, LMGP06030055, LMGP06030078","PI(O-20:0/20:3(8Z,11Z,14Z)), PI(P-18:0/22:2(13Z,16Z)), PI(P-20:0/20:2(11Z,14Z))"
PI(O-40:4) | PI(P-40:3),918.6166,641.6166,PI,918.6166 -> 641.6166,"LMGP06020041, LMGP06030079, LMGP06020064","PI(O-18:0/22:4(7Z,10Z,13Z,16Z)), PI(P-20:0/20:3(8Z,11Z,14Z)), PI(O-20:0/20:4(5Z,8Z,11Z,14Z))"
PI(O-40:5) | PI(P-40:4),916.6009,639.6009,PI,916.6009 -> 639.6009,"LMGP06020065, LMGP06030056, LMGP06030080","PI(O-20:0/20:5(5Z,8Z,11Z,14Z,17Z)), PI(P-18:0/22:4(7Z,10Z,13Z,16Z)), PI(P-20:0/20:4(5Z,8Z,11Z,14Z))"
PI(O-40:6) | PI(P-40:5),914.5853,637.5853,PI,914.5853 -> 637.5853,"LMGP06020084, LMGP06030081","PI(O-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PI(P-20:0/20:5(5Z,8Z,11Z,14Z,17Z))"
PI(O-40:7),926.6792,649.6792,PI,926.6792 -> 649.6792,LMGP06030090,"PI(P-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
PI(O-42:0),954.7105,677.7105,PI,954.7105 -> 677.7105,LMGP06020070,PI(O-20:0/22:0)
PI(O-42:1),952.6948,675.6948,PI,952.6948 -> 675.6948,"LMGP06020067, LMGP06030083","PI(O-20:0/22:1(11Z)), PI(P-20:0/22:0)"
PI(O-42:2),950.6792,673.6792,PI,950.6792 -> 673.6792,"LMGP06020068, LMGP06030084","PI(O-20:0/22:2(13Z,16Z)), PI(P-20:0/22:1(11Z))"
PI(O-42:4),946.6479,669.6479,PI,946.6479 -> 669.6479,LMGP06020069,"PI(O-20:0/22:4(7Z,10Z,13Z,16Z))"
PI(O-42:6),942.6166,665.6166,PI,942.6166 -> 665.6166,LMGP06020001,"PI(O-20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
PI(P-16:0),574.3087,297.3087,PI,574.3087 -> 297.3087,Not Found,Not Found
PI(P-18:0),602.34,325.34,PI,602.34 -> 325.34,Not Found,Not Found
PI(P-20:0),630.3713,353.3713,PI,630.3713 -> 353.3713,Not Found,Not Found
PI(P-28:0),756.4757,479.4757,PI,756.4757 -> 479.4757,Not Found,Not Found
PI(P-30:1),782.4914,505.4914,PI,782.4914 -> 505.4914,Not Found,Not Found
PI(P-32:1),810.5227,533.5227,PI,810.5227 -> 533.5227,Not Found,Not Found
PI(P-34:1),838.554,561.554,PI,838.554 -> 561.554,Not Found,Not Found
PI(P-34:4),832.507,555.507,PI,832.507 -> 555.507,Not Found,Not Found
PI(P-36:5),858.5227,581.5227,PI,858.5227 -> 581.5227,Not Found,Not Found
PI(P-38:6),884.5383,607.5383,PI,884.5383 -> 607.5383,Not Found,Not Found
PI(P-40:6),912.5696,635.5696,PI,912.5696 -> 635.5696,Not Found,Not Found
PI(P-42:2),948.6635,671.6635,PI,948.6635 -> 671.6635,Not Found,Not Found
PI(P-42:4),944.6322,667.6322,PI,944.6322 -> 667.6322,Not Found,Not Found
PI(P-42:6),940.6009,663.6009,PI,940.6009 -> 663.6009,Not Found,Not Found
LPS(12:0),442.2128,257.2128,PS,442.2128 -> 257.2128,LMGP03050008,PS(12:0/0:0)
LPS(13:0),456.2284,271.2284,PS,456.2284 -> 271.2284,LMGP03050005,PS(13:0/0:0)
LPS(14:0),470.2441,285.2441,PS,470.2441 -> 285.2441,LMGP03050009,PS(14:0/0:0)
LPS(14:1),468.2284,283.2284,PS,468.2284 -> 283.2284,LMGP03050032,PS(14:1(9Z)/0:0)
LPS(15:0),484.2597,299.2597,PS,484.2597 -> 299.2597,LMGP03050031,PS(15:0/0:0)
LPS(15:1),482.2441,297.2441,PS,482.2441 -> 297.2441,LMGP03050015,PS(15:1(9Z)/0:0)
