Lipid,Parent_Ion,Product_Ion,Class,Transition,IDs,Names
PC(O-38:6),792.6,184.1,PC,792.6 -> 184.1,"LMGP01030068, LMGP01020064","PC(P-18:0/20:5(5Z,8Z,11Z,14Z,17Z)), PC(O-16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
PC(O-40:0),832.7,184.1,PC,832.7 -> 184.1,"LMGP01020234, LMGP01020105","PC(O-20:0/20:0), PC(O-18:0/22:0)"
PC(O-40:1),830.7,184.1,PC,830.7 -> 184.1,"LMGP01020268, LMGP01020213, LMGP01030070, LMGP01020235, LMGP01030093","PC(O-18:1(9Z)/22:0), PC(O-18:0/22:1(11Z)), PC(P-18:0/22:0), PC(O-20:0/20:1(11Z)), PC(P-20:0/20:0)"
PC(O-40:2),828.7,184.1,PC,828.7 -> 184.1,"LMGP01020214, LMGP01030094, LMGP01020272, LMGP01030071, LMGP01020236","PC(O-18:0/22:2(13Z,16Z)), PC(P-20:0/20:1(11Z)), PC(O-18:2(9Z,12Z)/22:0), PC(P-18:0/22:1(11Z)), PC(O-20:0/20:2(11Z,14Z))"
PC(O-40:3),826.6,184.1,PC,826.6 -> 184.1,"LMGP01020237, LMGP01020249, LMGP01030095, LMGP01030147, LMGP01030139, LMGP01030072","PC(O-20:0/20:3(8Z,11Z,14Z)), PC(O-22:0/18:3(9Z,12Z,15Z)), PC(P-20:0/20:2(11Z,14Z)), PC(P-18:1(9Z)/22:1(13Z)), PC(P-18:1(11Z)/22:1(13Z)), PC(P-18:0/22:2(13Z,16Z))"
PC(O-40:4),824.6,184.1,PC,824.6 -> 184.1,"LMGP01030096, LMGP01030140, LMGP01020248, LMGP01020238, LMGP01020215, LMGP01030148","PC(P-20:0/20:3(8Z,11Z,14Z)), PC(P-18:1(11Z)/22:2(13Z,16Z)), PC(O-20:0/20:4(8Z,11Z,14Z,17Z)), PC(O-20:0/20:4(5Z,8Z,11Z,14Z)), PC(O-18:0/22:4(7Z,10Z,13Z,16Z)), PC(P-18:1(9Z)/22:2(13Z,16Z))"
PC(O-40:5),822.6,184.1,PC,822.6 -> 184.1,"LMGP01020107, LMGP01020109, LMGP01030073, LMGP01030097, LMGP01020239, LMGP01020274","PC(O-18:0/22:5(4Z,7Z,10Z,13Z,16Z)), PC(O-18:0/22:5(7Z,10Z,13Z,16Z,19Z)), PC(P-18:0/22:4(7Z,10Z,13Z,16Z)), PC(P-20:0/20:4(5Z,8Z,11Z,14Z)), PC(O-20:0/20:5(5Z,8Z,11Z,14Z,17Z)), PC(O-20:1(11Z)/20:4(8Z,11Z,14Z,17Z))"
PC(O-40:6),820.6,184.1,PC,820.6 -> 184.1,"LMGP01030098, LMGP01020110","PC(P-20:0/20:5(5Z,8Z,11Z,14Z,17Z)), PC(O-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
PC(O-42:0),860.7,184.1,PC,860.7 -> 184.1,LMGP01020125,PC(O-20:0/22:0)
PC(O-42:1),858.7,184.1,PC,858.7 -> 184.1,"LMGP01020241, LMGP01020250, LMGP01020269, LMGP01030100","PC(O-20:0/22:1(11Z)), PC(O-22:0/20:1(11Z)), PC(O-18:1(9Z)/24:0), PC(P-20:0/22:0)"
PC(O-42:2),856.7,184.1,PC,856.7 -> 184.1,"LMGP01030132, LMGP01020273, LMGP01030149, LMGP01020242, LMGP01030101, LMGP01030141","PC(P-18:0/24:1(15Z)), PC(O-18:2(9Z,12Z)/24:0), PC(P-18:1(9Z)/24:0), PC(O-20:0/22:2(13Z,16Z)), PC(P-20:0/22:1(11Z)), PC(P-18:1(11Z)/24:0)"
PC(O-42:3),854.7,184.1,PC,854.7 -> 184.1,"LMGP01020252, LMGP01030150, LMGP01030102, LMGP01030142, LMGP01020253","PC(O-24:0/18:3(6Z,9Z,12Z)), PC(P-18:1(9Z)/24:1(15Z)), PC(P-20:0/22:2(13Z,16Z)), PC(P-18:1(11Z)/24:1(15Z)), PC(O-24:0/18:3(9Z,12Z,15Z))"
PC(O-42:4),852.7,184.1,PC,852.7 -> 184.1,LMGP01020243,"PC(O-20:0/22:4(7Z,10Z,13Z,16Z))"
PC(O-42:6),848.6,184.1,PC,848.6 -> 184.1,LMGP01020244,"PC(O-20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
PC(O-44:3),882.7,184.1,PC,882.7 -> 184.1,"LMGP01020251, LMGP01020275","PC(O-22:0/22:3(10Z,13Z,16Z)), PC(O-22:1(13Z)/22:2(13Z,16Z))"
PC(O-44:4),880.7,184.1,PC,880.7 -> 184.1,"LMGP01020276, LMGP01020254, LMGP01020277","PC(O-22:1(13Z)/22:3(10Z,13Z,16Z)), PC(O-24:0/20:4(8Z,11Z,14Z,17Z)), PC(O-22:2(13Z,16Z)/22:2(13Z,16Z))"
PC(O-44:5),878.7,184.1,PC,878.7 -> 184.1,LMGP01020278,"PC(O-22:2(13Z,16Z)/22:3(10Z,13Z,16Z))"
PC(P-32:4),738.5,184.1,PC,738.5 -> 184.1,Not Found,Not Found
PC(P-36:5),764.6,184.1,PC,764.6 -> 184.1,Not Found,Not Found
PC(P-40:6),818.6,184.1,PC,818.6 -> 184.1,Not Found,Not Found
PC(P-42:4),850.7,184.1,PC,850.7 -> 184.1,Not Found,Not Found
PC(P-42:6),846.6,184.1,PC,846.6 -> 184.1,Not Found,Not Found
LPG(12:0),446.2175,257.2175,PG,446.2175 -> 257.2175,LMGP04050011,PG(12:0/0:0)
LPG(13:0),460.2332,271.2332,PG,460.2332 -> 271.2332,LMGP04050007,PG(13:0/0:0)
LPG(14:0),474.2488,285.2488,PG,474.2488 -> 285.2488,LMGP04050012,PG(14:0/0:0)
LPG(14:1),472.2332,283.2332,PG,472.2332 -> 283.2332,LMGP04050035,PG(14:1(9Z)/0:0)
LPG(15:0),488.2645,299.2645,PG,488.2645 -> 299.2645,LMGP04050034,PG(15:0/0:0)
LPG(15:1),486.2488,297.2488,PG,486.2488 -> 297.2488,LMGP04050018,PG(15:1(9Z)/0:0)
LPG(16:0),502.2801,313.2801,PG,502.2801 -> 313.2801,LMGP04050008,PG(16:0/0:0)
LPG(16:1),500.2645,311.2645,PG,500.2645 -> 311.2645,LMGP04050013,PG(16:1(9Z)/0:0)
LPG(17:0),516.2958,327.2958,PG,516.2958 -> 327.2958,LMGP04050033,PG(17:0/0:0)
LPG(17:1),514.2801,325.2801,PG,514.2801 -> 325.2801,LMGP04050036,PG(17:1(9Z)/0:0)
LPG(17:2),512.2645,323.2645,PG,512.2645 -> 323.2645,LMGP04050019,"PG(17:2(9Z,12Z)/0:0)"
LPG(18:0),530.3114,341.3114,PG,530.3114 -> 341.3114,LMGP04050009,PG(18:0/0:0)
LPG(18:1),528.2958,339.2958,PG,528.2958 -> 339.2958,LMGP04050006,PG(18:1(9Z)/0:0)
LPG(18:2),526.2801,337.2801,PG,526.2801 -> 337.2801,LMGP04050014,"PG(18:2(9Z,12Z)/0:0)"
LPG(18:3),524.2645,335.2645,PG,524.2645 -> 335.2645,"LMGP04050020, LMGP04050032","PG(18:3(6Z,9Z,12Z)/0:0), PG(18:3(9Z,12Z,15Z)/0:0)"
LPG(18:4),522.2488,333.2488,PG,522.2488 -> 333.2488,LMGP04050021,"PG(18:4(6Z,9Z,12Z,15Z)/0:0)"
LPG(19:0),544.3271,355.3271,PG,544.3271 -> 355.3271,LMGP04050031,PG(19:0/0:0)
LPG(19:1),542.3114,353.3114,PG,542.3114 -> 353.3114,LMGP04050022,PG(19:1(9Z)/0:0)
LPG(20:0),558.3427,369.3427,PG,558.3427 -> 369.3427,LMGP04050015,PG(20:0/0:0)
LPG(20:1),556.3271,367.3271,PG,556.3271 -> 367.3271,LMGP04050023,PG(20:1(11Z)/0:0)
LPG(20:2),554.3114,365.3114,PG,554.3114 -> 365.3114,LMGP04050024,"PG(20:2(11Z,14Z)/0:0)"
LPG(20:3),552.2958,363.2958,PG,552.2958 -> 363.2958,LMGP04050025,"PG(20:3(8Z,11Z,14Z)/0:0)"
LPG(20:4),550.2801,361.2801,PG,550.2801 -> 361.2801,LMGP04050010,"PG(20:4(5Z,8Z,11Z,14Z)/0:0)"
LPG(20:5),548.2645,359.2645,PG,548.2645 -> 359.2645,LMGP04050030,"PG(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)"
LPG(21:0),572.3584,383.3584,PG,572.3584 -> 383.3584,LMGP04050029,PG(21:0/0:0)
LPG(22:0),586.374,397.374,PG,586.374 -> 397.374,LMGP04050028,PG(22:0/0:0)
LPG(22:1),584.3584,395.3584,PG,584.3584 -> 395.3584,LMGP04050026,PG(22:1(11Z)/0:0)
LPG(22:2),582.3427,393.3427,PG,582.3427 -> 393.3427,LMGP04050027,"PG(22:2(13Z,16Z)/0:0)"
LPG(22:4),578.3114,389.3114,PG,578.3114 -> 389.3114,LMGP04050017,"PG(22:4(7Z,10Z,13Z,16Z)/0:0)"
LPG(22:6),574.2801,385.2801,PG,574.2801 -> 385.2801,LMGP04050016,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"
PG(12:0),460.2042,271.2042,PG,460.2042 -> 271.2042,LMGP04010030,PG(6:0/6:0)
PG(14:0),474.2562,285.2562,PG,474.2562 -> 285.2562,Not Found,Not Found
PG(14:1),472.2406,283.2406,PG,472.2406 -> 283.2406,Not Found,Not Found
PG(16:0),516.2668,327.2668,PG,516.2668 -> 327.2668,LMGP04010031,PG(8:0/8:0)
PG(16:1),500.2719,311.2719,PG,500.2719 -> 311.2719,Not Found,Not Found
PG(18:0),530.3188,341.3188,PG,530.3188 -> 341.3188,Not Found,Not Found
PG(18:1),528.3032,339.3032,PG,528.3032 -> 339.3032,Not Found,Not Found
PG(18:2),526.2875,337.2875,PG,526.2875 -> 337.2875,Not Found,Not Found
PG(18:3),524.2719,335.2719,PG,524.2719 -> 335.2719,Not Found,Not Found
PG(18:4),522.2562,333.2562,PG,522.2562 -> 333.2562,Not Found,Not Found
PG(20:0),572.3294,383.3294,PG,572.3294 -> 383.3294,LMGP04010032,PG(10:0/10:0)
PG(20:1),556.3345,367.3345,PG,556.3345 -> 367.3345,Not Found,Not Found
PG(20:2),554.3188,365.3188,PG,554.3188 -> 365.3188,Not Found,Not Found
PG(20:3),552.3032,363.3032,PG,552.3032 -> 363.3032,Not Found,Not Found
PG(20:4),550.2875,361.2875,PG,550.2875 -> 361.2875,Not Found,Not Found
PG(20:5),548.2719,359.2719,PG,548.2719 -> 359.2719,Not Found,Not Found
PG(22:0),586.3814,397.3814,PG,586.3814 -> 397.3814,Not Found,Not Found
PG(22:1),584.3658,395.3658,PG,584.3658 -> 395.3658,Not Found,Not Found
PG(22:2),582.3501,393.3501,PG,582.3501 -> 393.3501,Not Found,Not Found
PG(22:4),578.3188,389.3188,PG,578.3188 -> 389.3188,Not Found,Not Found
PG(22:6),574.2875,385.2875,PG,574.2875 -> 385.2875,Not Found,Not Found
PG(24:0),628.392,439.392,PG,628.392 -> 439.392,"LMGP04010035, LMGP04010993","PG(12:0/12:0), PG(10:0/14:0)"
PG(24:1),654.4076,465.4076,PG,654.4076 -> 465.4076,Not Found,Not Found
PG(26:0),656.4233,467.4233,PG,656.4233 -> 467.4233,"LMGP04010932, LMGP04010975, LMGP04010976","PG(14:0/12:0), PG(13:0/13:0), PG(12:0/14:0)"
PG(28:0),684.4546,495.4546,PG,684.4546 -> 495.4546,"LMGP04010025, LMGP04010937, LMGP04010005, LMGP04010919, LMGP04010943","PG(16:0/12:0), PG(13:0/15:0), PG(14:0/14:0), PG(15:0/13:0), PG(12:0/16:0)"
PG(28:1),682.4389,493.4389,PG,682.4389 -> 493.4389,"LMGP04010111, LMGP04010201, LMGP04010049, LMGP04010094, LMGP04010162, LMGP04010071","PG(14:1(9Z)/14:0), PG(16:1(9Z)/12:0), PG(12:0/16:1(9Z)), PG(14:0/14:1(9Z)), PG(15:1(9Z)/13:0), PG(13:0/15:1(9Z))"
PG(28:2),680.4233,491.4233,PG,680.4233 -> 491.4233,LMGP04010920,PG(14:1(9Z)/14:1(9Z))
PG(30:0),712.4859,523.4859,PG,712.4859 -> 523.4859,"LMGP04010889, LMGP04010897, LMGP04010942, LMGP04010974, LMGP04010997, LMGP04010994, LMGP04010995, LMGP04010996, LMGP04010024, LMGP04010936, LMGP04010022","PG(18:0/12:0), PG(17:0/13:0), PG(12:0/18:0), PG(16:0/14:0), PG(14:0(12Me)/14:0(12Me)), PG(14:0(13Me)/14:0(13Me)), PG(14:0(13Me)/14:0(12Me)), PG(14:0(12Me)/14:0(13Me)), PG(15:0/15:0), PG(13:0/17:0), PG(14:0/16:0)"
PG(30:1),710.4702,521.4702,PG,710.4702 -> 521.4702,"LMGP04010142, LMGP04010074, LMGP04010114, LMGP04010165, LMGP04010322, LMGP04010930, LMGP04010941, LMGP04010193, LMGP04010249, LMGP04010203","PG(15:0/15:1(9Z)), PG(13:0/17:1(9Z)), PG(14:1(9Z)/16:0), PG(15:1(9Z)/15:0), PG(18:1(9Z)/12:0), PG(14:0/16:1(9Z)), PG(12:0/18:1(9Z)), PG(16:0/14:1(9Z)), PG(17:1(9Z)/13:0), PG(16:1(9Z)/14:0)"
PG(30:2),708.4546,519.4546,PG,708.4546 -> 519.4546,"LMGP04010204, LMGP04010053, LMGP04010166, LMGP04010279, LMGP04010340, LMGP04010075, LMGP04010115","PG(16:1(9Z)/14:1(9Z)), PG(12:0/18:2(9Z,12Z)), PG(15:1(9Z)/15:1(9Z)), PG(17:2(9Z,12Z)/13:0), PG(18:2(9Z,12Z)/12:0), PG(13:0/17:2(9Z,12Z)), PG(14:1(9Z)/16:1(9Z))"
PG(30:3),706.4389,517.4389,PG,706.4389 -> 517.4389,"LMGP04010397, LMGP04010054, LMGP04010366, LMGP04010055","PG(18:3(9Z,12Z,15Z)/12:0), PG(12:0/18:3(6Z,9Z,12Z)), PG(18:3(6Z,9Z,12Z)/12:0), PG(12:0/18:3(9Z,12Z,15Z))"
PG(30:4),704.4233,515.4233,PG,704.4233 -> 515.4233,"LMGP04010056, LMGP04010425","PG(12:0/18:4(6Z,9Z,12Z,15Z)), PG(18:4(6Z,9Z,12Z,15Z)/12:0)"
PG(32:0),740.5172,551.5172,PG,740.5172 -> 551.5172,"LMGP04010867, LMGP04010872, LMGP04010916, LMGP04010929, LMGP04010935, LMGP04010940, LMGP04010986, LMGP04010896, LMGP04010027","PG(20:0/12:0), PG(19:0/13:0), PG(15:0/17:0), PG(14:0/18:0), PG(13:0/19:0), PG(12:0/20:0), PG(16:0/16:0), PG(17:0/15:0), PG(18:0/14:0)"
PG(32:1),738.5015,549.5015,PG,738.5015 -> 549.5015,"LMGP04010143, LMGP04010882, LMGP04010119, LMGP04010169, LMGP04010252, LMGP04010059, LMGP04010082, LMGP04010481, LMGP04010528, LMGP04010984, LMGP04010992, LMGP04010228, LMGP04010309, LMGP04010207, LMGP04010910","PG(15:0/17:1(9Z)), PG(18:1(9Z)/14:0), PG(14:1(9Z)/18:0), PG(15:1(9Z)/17:0), PG(17:1(9Z)/15:0), PG(12:0/20:1(11Z)), PG(13:0/19:1(9Z)), PG(19:1(9Z)/13:0), PG(20:1(11Z)/12:0), PG(14:0/18:1(9Z)), PG(15:0/16:0(9Cp)), PG(17:0/15:1(9Z)), PG(18:0/14:1(9Z)), PG(16:1(9Z)/16:0), PG(16:0/16:1(9Z))"
PG(32:2),736.4859,547.4859,PG,736.4859 -> 547.4859,"LMGP04010928, LMGP04010060, LMGP04010253, LMGP04010558, LMGP04010967, LMGP04010144, LMGP04010282, LMGP04010342, LMGP04010324, LMGP04010120, LMGP04010170","PG(14:0/18:2(9Z,12Z)), PG(12:0/20:2(11Z,14Z)), PG(17:1(9Z)/15:1(9Z)), PG(20:2(11Z,14Z)/12:0), PG(16:1(9Z)/16:1(9Z)), PG(15:0/17:2(9Z,12Z)), PG(17:2(9Z,12Z)/15:0), PG(18:2(9Z,12Z)/14:0), PG(18:1(9Z)/14:1(9Z)), PG(14:1(9Z)/18:1(9Z)), PG(15:1(9Z)/17:1(9Z))"
PG(32:3),734.4702,545.4702,PG,734.4702 -> 545.4702,"LMGP04010283, LMGP04010399, LMGP04010171, LMGP04010368, LMGP04010061, LMGP04010099, LMGP04010121, LMGP04010589, LMGP04010927, LMGP04010343","PG(17:2(9Z,12Z)/15:1(9Z)), PG(18:3(9Z,12Z,15Z)/14:0), PG(15:1(9Z)/17:2(9Z,12Z)), PG(18:3(6Z,9Z,12Z)/14:0), PG(12:0/20:3(8Z,11Z,14Z)), PG(14:0/18:3(6Z,9Z,12Z)), PG(14:1(9Z)/18:2(9Z,12Z)), PG(20:3(8Z,11Z,14Z)/12:0), PG(14:0/18:3(9Z,12Z,15Z)), PG(18:2(9Z,12Z)/14:1(9Z))"
PG(32:4),732.4546,543.4546,PG,732.4546 -> 543.4546,"LMGP04010427, LMGP04010369, LMGP04010062, LMGP04010620, LMGP04010926, LMGP04010123, LMGP04010122, LMGP04010400","PG(18:4(6Z,9Z,12Z,15Z)/14:0), PG(18:3(6Z,9Z,12Z)/14:1(9Z)), PG(12:0/20:4(5Z,8Z,11Z,14Z)), PG(20:4(5Z,8Z,11Z,14Z)/12:0), PG(14:0/18:4(6Z,9Z,12Z,15Z)), PG(14:1(9Z)/18:3(9Z,12Z,15Z)), PG(14:1(9Z)/18:3(6Z,9Z,12Z)), PG(18:3(9Z,12Z,15Z)/14:1(9Z))"
PG(32:5),730.4389,541.4389,PG,730.4389 -> 541.4389,"LMGP04010428, LMGP04010063, LMGP04010124, LMGP04010648","PG(18:4(6Z,9Z,12Z,15Z)/14:1(9Z)), PG(12:0/20:5(5Z,8Z,11Z,14Z,17Z)), PG(14:1(9Z)/18:4(6Z,9Z,12Z,15Z)), PG(20:5(5Z,8Z,11Z,14Z,17Z)/12:0)"
PG(34:0),768.5485,579.5485,PG,768.5485 -> 579.5485,"LMGP04010933, LMGP04010865, LMGP04010870, LMGP04010888, LMGP04010895, LMGP04010913, LMGP04010925, LMGP04010939, LMGP04010854, LMGP04010907, LMGP04010850","PG(13:0/21:0), PG(20:0/14:0), PG(19:0/15:0), PG(18:0/16:0), PG(17:0/17:0), PG(15:0/19:0), PG(14:0/20:0), PG(12:0/22:0), PG(21:0/13:0), PG(16:0/18:0), PG(22:0/12:0)"
PG(34:1),766.5328,577.5328,PG,766.5328 -> 577.5328,"LMGP04010887, LMGP04010149, LMGP04010127, LMGP04010987, LMGP04010002, LMGP04010102, LMGP04010256, LMGP04010457, LMGP04010484, LMGP04010511, LMGP04010530, LMGP04010725, LMGP04010962, LMGP04010178, LMGP04010008, LMGP04010211, LMGP04010065, LMGP04010231","PG(18:0/16:1(9Z)), PG(15:0/19:1(9Z)), PG(14:1(9Z)/20:0), PG(16:0/18:1(9Z)), PG(16:0/18:1(9Z)), PG(14:0/20:1(11Z)), PG(17:1(9Z)/17:0), PG(19:0/15:1(9Z)), PG(19:1(9Z)/15:0), PG(20:0/14:1(9Z)), PG(20:1(11Z)/14:0), PG(22:1(11Z)/12:0), PG(18:1(9Z)/16:0), PG(15:1(9Z)/19:0), PG(16:0/18:1(11Z)), PG(16:1(9Z)/18:0), PG(12:0/22:1(11Z)), PG(17:0/17:1(9Z))"
PG(34:2),764.5172,575.5172,PG,764.5172 -> 575.5172,"LMGP04010232, LMGP04010286, LMGP04010983, LMGP04010877, LMGP04010891, LMGP04010103, LMGP04010128, LMGP04010179, LMGP04010066, LMGP04010560, LMGP04010756, LMGP04010881, LMGP04010902, LMGP04010485, LMGP04010531","PG(17:0/17:2(9Z,12Z)), PG(17:2(9Z,12Z)/17:0), PG(16:0/18:2(9Z,12Z)), PG(18:2(9Z,12Z)/16:0), PG(17:1(9Z)/17:1(9Z)), PG(14:0/20:2(11Z,14Z)), PG(14:1(9Z)/20:1(11Z)), PG(15:1(9Z)/19:1(9Z)), PG(12:0/22:2(13Z,16Z)), PG(20:2(11Z,14Z)/14:0), PG(22:2(13Z,16Z)/12:0), PG(18:1(9Z)/16:1(9Z)), PG(16:1(9Z)/18:1(9Z)), PG(19:1(9Z)/15:1(9Z)), PG(20:1(11Z)/14:1(9Z))"
PG(34:3),762.5015,573.5015,PG,762.5015 -> 573.5015,"LMGP04010346, LMGP04010104, LMGP04010561, LMGP04010591, LMGP04010901, LMGP04010906, LMGP04010955, LMGP04010973, LMGP04010257, LMGP04010372, LMGP04010287, LMGP04010129","PG(18:2(9Z,12Z)/16:1(9Z)), PG(14:0/20:3(8Z,11Z,14Z)), PG(20:2(11Z,14Z)/14:1(9Z)), PG(20:3(8Z,11Z,14Z)/14:0), PG(16:1(9Z)/18:2(9Z,12Z)), PG(16:0/18:3(6Z,9Z,12Z)), PG(18:3(9Z,12Z,15Z)/16:0), PG(16:0/18:3(9Z,12Z,15Z)), PG(17:1(9Z)/17:2(9Z,12Z)), PG(18:3(6Z,9Z,12Z)/16:0), PG(17:2(9Z,12Z)/17:1(9Z)), PG(14:1(9Z)/20:2(11Z,14Z))"
PG(34:4),760.4859,571.4859,PG,760.4859 -> 571.4859,"LMGP04010373, LMGP04010130, LMGP04010212, LMGP04010067, LMGP04010431, LMGP04010592, LMGP04010622, LMGP04010787, LMGP04010890, LMGP04010905, LMGP04010924, LMGP04010213, LMGP04010403","PG(18:3(6Z,9Z,12Z)/16:1(9Z)), PG(14:1(9Z)/20:3(8Z,11Z,14Z)), PG(16:1(9Z)/18:3(6Z,9Z,12Z)), PG(12:0/22:4(7Z,10Z,13Z,16Z)), PG(18:4(6Z,9Z,12Z,15Z)/16:0), PG(20:3(8Z,11Z,14Z)/14:1(9Z)), PG(20:4(5Z,8Z,11Z,14Z)/14:0), PG(22:4(7Z,10Z,13Z,16Z)/12:0), PG(17:2(9Z,12Z)/17:2(9Z,12Z)), PG(16:0/18:4(6Z,9Z,12Z,15Z)), PG(14:0/20:4(5Z,8Z,11Z,14Z)), PG(16:1(9Z)/18:3(9Z,12Z,15Z)), PG(18:3(9Z,12Z,15Z)/16:1(9Z))"
PG(34:5),758.4702,569.4702,PG,758.4702 -> 569.4702,"LMGP04010623, LMGP04010650, LMGP04010900, LMGP04010923, LMGP04010432, LMGP04010131","PG(20:4(5Z,8Z,11Z,14Z)/14:1(9Z)), PG(20:5(5Z,8Z,11Z,14Z,17Z)/14:0), PG(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)), PG(14:0/20:5(5Z,8Z,11Z,14Z,17Z)), PG(18:4(6Z,9Z,12Z,15Z)/16:1(9Z)), PG(14:1(9Z)/20:4(5Z,8Z,11Z,14Z))"
PG(34:6),756.4546,567.4546,PG,756.4546 -> 567.4546,"LMGP04010132, LMGP04010651, LMGP04010817, LMGP04010938","PG(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PG(20:5(5Z,8Z,11Z,14Z,17Z)/14:1(9Z)), PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/12:0), PG(12:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
PG(36:0),796.5798,607.5798,PG,796.5798 -> 607.5798,"LMGP04010237, LMGP04010038, LMGP04010678, LMGP04010864, LMGP04010922, LMGP04010971, LMGP04010912, LMGP04010459, LMGP04010848","PG(17:0/19:0), PG(18:0/18:0), PG(21:0/15:0), PG(20:0/16:0), PG(14:0/22:0), PG(16:0/20:0), PG(15:0/21:0), PG(19:0/17:0), PG(22:0/14:0)"
PG(36:1),794.5641,605.5641,PG,794.5641 -> 605.5641,"LMGP04010264, LMGP04010134, LMGP04010106, LMGP04010216, LMGP04010238, LMGP04010460, LMGP04010488, LMGP04010514, LMGP04010534, LMGP04010679, LMGP04010702, LMGP04010727, LMGP04010961, LMGP04010970, LMGP04010037, LMGP04010186","PG(17:1(9Z)/19:0), PG(14:1(9Z)/22:0), PG(14:0/22:1(11Z)), PG(16:1(9Z)/20:0), PG(17:0/19:1(9Z)), PG(19:0/17:1(9Z)), PG(19:1(9Z)/17:0), PG(20:0/16:1(9Z)), PG(20:1(11Z)/16:0), PG(21:0/15:1(9Z)), PG(22:0/14:1(9Z)), PG(22:1(11Z)/14:0), PG(18:1(9Z)/18:0), PG(16:0/20:1(11Z)), PG(18:0/18:1(9Z)), PG(15:1(9Z)/21:0)"
PG(36:2),792.5485,603.5485,PG,792.5485 -> 603.5485,"LMGP04010294, LMGP04010217, LMGP04010197, LMGP04010985, LMGP04010535, LMGP04010107, LMGP04010033, LMGP04010461, LMGP04010489, LMGP04010564, LMGP04010728, LMGP04010758, LMGP04010876, LMGP04010982, LMGP04010135, LMGP04010265","PG(17:2(9Z,12Z)/19:0), PG(16:1(9Z)/20:1(11Z)), PG(16:0/20:2(11Z,14Z)), PG(18:1(9Z)/18:1(9Z)), PG(20:1(11Z)/16:1(9Z)), PG(14:0/22:2(13Z,16Z)), PG(18:1(9E)/18:1(9E)), PG(19:0/17:2(9Z,12Z)), PG(19:1(9Z)/17:1(9Z)), PG(20:2(11Z,14Z)/16:0), PG(22:1(11Z)/14:1(9Z)), PG(22:2(13Z,16Z)/14:0), PG(18:2(9Z,12Z)/18:0), PG(18:0/18:2(9Z,12Z)), PG(14:1(9Z)/22:1(11Z)), PG(17:1(9Z)/19:1(9Z))"
PG(36:3),790.5328,601.5328,PG,790.5328 -> 601.5328,"LMGP04010218, LMGP04010377, LMGP04010960, LMGP04010315, LMGP04010350, LMGP04010490, LMGP04010407, LMGP04010565, LMGP04010595, LMGP04010759, LMGP04010904, LMGP04010295, LMGP04010316, LMGP04010136","PG(16:1(9Z)/20:2(11Z,14Z)), PG(18:3(6Z,9Z,12Z)/18:0), PG(18:1(9Z)/18:2(9Z,12Z)), PG(18:0/18:3(6Z,9Z,12Z)), PG(18:2(9Z,12Z)/18:1(9Z)), PG(19:1(9Z)/17:2(9Z,12Z)), PG(18:3(9Z,12Z,15Z)/18:0), PG(20:2(11Z,14Z)/16:1(9Z)), PG(20:3(8Z,11Z,14Z)/16:0), PG(22:2(13Z,16Z)/14:1(9Z)), PG(16:0/20:3(8Z,11Z,14Z)), PG(17:2(9Z,12Z)/19:1(9Z)), PG(18:0/18:3(9Z,12Z,15Z)), PG(14:1(9Z)/22:2(13Z,16Z))"
PG(36:4),788.5172,599.5172,PG,788.5172 -> 599.5172,"LMGP04010874, LMGP04010330, LMGP04010378, LMGP04010436, LMGP04010036, LMGP04010108, LMGP04010596, LMGP04010789, LMGP04010859, LMGP04010880, LMGP04010956, LMGP04010219, LMGP04010886","PG(18:3(9Z,12Z,15Z)/18:1(9Z)), PG(18:1(9Z)/18:3(6Z,9Z,12Z)), PG(18:3(6Z,9Z,12Z)/18:1(9Z)), PG(18:4(6Z,9Z,12Z,15Z)/18:0), PG(16:0/20:4(5Z,8Z,11Z,14Z)), PG(14:0/22:4(7Z,10Z,13Z,16Z)), PG(20:3(8Z,11Z,14Z)/16:1(9Z)), PG(22:4(7Z,10Z,13Z,16Z)/14:0), PG(20:4(5Z,8Z,11Z,14Z)/16:0), PG(18:1(9Z)/18:3(9Z,12Z,15Z)), PG(18:2(9Z,12Z)/18:2(9Z,12Z)), PG(16:1(9Z)/20:3(8Z,11Z,14Z)), PG(18:0/18:4(6Z,9Z,12Z,15Z))"
